11mm	A	Q8NEB9	PF00454	1
11yc	B	Q8NEB9	PF00454	1
12ez	A	O28471	PF01163	1
12ez	B	O28471	PF01163	1
13bv	B	Q8NEB9	PF00454	1
13de	A	Q13535	PF00454	1
13de	B	Q13535	PF00454	1
1e7u	A	O02697	PF00454	1
1e7v	A	O02697	PF00454	1
1e8w	A	O02697	PF00454	1
1e8x	A	O02697	PF00454	1
1e8y	A	P48736	PF00454	1
1e8z	A	P48736	PF00454	1
1e90	A	O02697	PF00454	1
1he8	A	P48736	PF00454	1
1ia9	A	Q923J1	PF02816	1
1ia9	B	Q923J1	PF02816	1
1iah	A	Q923J1	PF02816	1
1iah	B	Q923J1	PF02816	1
1iaj	A	Q923J1	PF02816	1
1iaj	B	Q923J1	PF02816	1
1tqi	A	O30245	PF01163	1
1tqm	A	O30245	PF01163	1
1tqp	A	O30245	PF01163	1
1zao	A	O30245	PF01163	1
1zar	A	O30245	PF01163	1
1zp9	A	O28471	PF01163	1
1zp9	B	O28471	PF01163	1
1zp9	C	O28471	PF01163	1
1zp9	D	O28471	PF01163	1
1ztf	A	O28471	PF01163	1
1zth	A	O28471	PF01163	1
1zth	B	O28471	PF01163	1
1zth	C	O28471	PF01163	1
1zth	D	O28471	PF01163	1
23ew	A	Q13535	PF00454	1
23ew	B	Q13535	PF00454	1
23ex	A	Q13535	PF00454	1
23ex	B	Q13535	PF00454	1
23ey	A	Q13535	PF00454	1
23ey	B	Q13535	PF00454	1
23fa	A	Q13535	PF00454	1
23fa	B	Q13535	PF00454	1
23fb	A	Q13535	PF00454	1
23fb	B	Q13535	PF00454	1
23fc	A	Q13535	PF00454	1
23fc	B	Q13535	PF00454	1
23fd	A	Q13535	PF00454	1
23fd	B	Q13535	PF00454	1
23fe	A	Q13535	PF00454	1
23fe	B	Q13535	PF00454	1
26zn	A	Q13535	PF00454	1
26zn	B	Q13535	PF00454	1
2a4z	A	P48736	PF00454	1
2a5u	A	P48736	PF00454	1
2chw	A	P48736	PF00454	1
2chx	A	P48736	PF00454	1
2chz	A	P48736	PF00454	1
2rd0	A	P42336	PF00454	1
2v4l	A	P48736	PF00454	1
2vwb	A	Q58530	PF01163	1
2vwb	B	Q58530	PF01163	1
2wxf	A	O35904	PF00454	1
2wxg	A	O35904	PF00454	1
2wxh	A	O35904	PF00454	1
2wxi	A	O35904	PF00454	1
2wxj	A	O35904	PF00454	1
2wxk	A	O35904	PF00454	1
2wxl	A	O35904	PF00454	1
2wxm	A	O35904	PF00454	1
2wxn	A	O35904	PF00454	1
2wxo	A	O35904	PF00454	1
2wxp	A	O35904	PF00454	1
2wxq	A	O35904	PF00454	1
2wxr	A	O35904	PF00454	1
2x38	A	O35904	PF00454	1
2x6f	A	Q9W1M7	PF00454	1
2x6f	B	Q9W1M7	PF00454	1
2x6h	A	Q9W1M7	PF00454	1
2x6h	B	Q9W1M7	PF00454	1
2x6i	A	Q9W1M7	PF00454	1
2x6i	B	Q9W1M7	PF00454	1
2x6j	A	Q9W1M7	PF00454	1
2x6j	B	Q9W1M7	PF00454	1
2x6k	A	Q9W1M7	PF00454	1
2x6k	B	Q9W1M7	PF00454	1
2y3a	A	Q8BTI9	PF00454	1
3apc	A	P48736	PF00454	1
3apd	A	P48736	PF00454	1
3apf	A	P48736	PF00454	1
3csf	A	P48736	PF00454	1
3cst	A	P48736	PF00454	1
3dbs	A	P48736	PF00454	1
3dpd	A	P48736	PF00454	1
3en9	A	Q58530	PF01163	1
3en9	B	Q58530	PF01163	1
3ene	A	P48736	PF00454	1
3enh	A	Q58530	PF01163	1
3enh	B	Q58530	PF01163	1
3hhm	A	P42336	PF00454	1
3hiz	A	P42336	PF00454	1
3ibe	A	P48736	PF00454	1
3ihy	A	Q8NEB9	PF00454	1
3ihy	B	Q8NEB9	PF00454	1
3ihy	C	Q8NEB9	PF00454	1
3ihy	D	Q8NEB9	PF00454	1
3ihy	E	Q8NEB9	PF00454	1
3jbz	A	P42345	PF00454	1
3l08	A	P48736	PF00454	1
3l13	A	P48736	PF00454	1
3l16	A	P48736	PF00454	1
3l17	A	P48736	PF00454	1
3l54	A	P48736	PF00454	1
3lj3	A	P48736	PF00454	1
3lkm	A	P42527	PF02816	1
3lla	A	P42527	PF02816	1
3lla	B	P42527	PF02816	1
3lmh	A	P42527	PF02816	1
3lmh	B	P42527	PF02816	1
3lmi	A	P42527	PF02816	1
3lmi	B	P42527	PF02816	1
3lmi	C	P42527	PF02816	1
3lmi	D	P42527	PF02816	1
3ls8	A	Q8NEB9	PF00454	1
3ls8	B	Q8NEB9	PF00454	1
3mjw	A	P48736	PF00454	1
3ml8	A	P48736	PF00454	1
3ml9	A	P48736	PF00454	1
3nzs	A	P48736	PF00454	1
3nzu	A	P48736	PF00454	1
3oaw	A	P48736	PF00454	1
3p2b	A	P48736	PF00454	1
3pdt	A	P42527	PF02816	1
3pre	A	P48736	PF00454	1
3prz	A	P48736	PF00454	1
3ps6	A	P48736	PF00454	1
3qaq	A	P48736	PF00454	1
3qar	A	P48736	PF00454	1
3qjz	A	P48736	PF00454	1
3qk0	A	P48736	PF00454	1
3r7q	A	P48736	PF00454	1
3r7r	A	P48736	PF00454	1
3re4	A	O28471	PF01163	1
3re4	B	O28471	PF01163	1
3s2a	A	P48736	PF00454	1
3sd5	A	P48736	PF00454	1
3t8m	A	P48736	PF00454	1
3tjp	A	P48736	PF00454	1
3tl5	A	P48736	PF00454	1
3zim	A	P42336	PF00454	1
3zvv	A	P48736	PF00454	1
3zw3	A	P48736	PF00454	1
4a55	A	P42337	PF00454	1
4ajw	A	O35904	PF00454	1
4ajw	B	O35904	PF00454	1
4anu	A	P48736	PF00454	1
4anv	A	P48736	PF00454	1
4anw	A	P48736	PF00454	1
4anx	A	P48736	PF00454	1
4aof	A	P48736	PF00454	1
4bfr	A	Q8BTI9	PF00454	1
4bfr	B	Q8BTI9	PF00454	1
4d0l	A	Q9UBF8	PF00454	1
4d0l	C	Q9UBF8	PF00454	1
4d0l	E	Q9UBF8	PF00454	1
4d0m	A	Q9UBF8	PF00454	1
4d0m	C	Q9UBF8	PF00454	1
4d0m	G	Q9UBF8	PF00454	1
4d0m	I	Q9UBF8	PF00454	1
4d0m	M	Q9UBF8	PF00454	1
4d0m	O	Q9UBF8	PF00454	1
4d0m	Q	Q9UBF8	PF00454	1
4d0m	S	Q9UBF8	PF00454	1
4d0m	W	Q9UBF8	PF00454	1
4d0m	Y	Q9UBF8	PF00454	1
4d0m	c	Q9UBF8	PF00454	1
4d0m	g	Q9UBF8	PF00454	1
4dk5	A	P48736	PF00454	1
4ezj	A	P48736	PF00454	1
4ezk	A	P48736	PF00454	1
4ezl	A	P48736	PF00454	1
4f1s	A	P48736	PF00454	1
4fa6	A	P48736	PF00454	1
4fad	A	P48736	PF00454	1
4fhj	A	P48736	PF00454	1
4fhk	A	P48736	PF00454	1
4fjy	A	P48736	PF00454	1
4fjz	A	P48736	PF00454	1
4flh	A	P48736	PF00454	1
4ful	A	P48736	PF00454	1
4g11	A	P48736	PF00454	1
4gb9	A	P48736	PF00454	1
4gyg	A	G0S5R3	PF01163	1
4gyi	A	G0S5R3	PF01163	1
4hle	A	P48736	PF00454	1
4hnd	A	Q9BTU6	PF00454	1
4hnd	B	Q9BTU6	PF00454	1
4hne	A	Q9BTU6	PF00454	1
4hne	B	Q9BTU6	PF00454	1
4hvb	A	P48736	PF00454	1
4j6i	A	P48736	PF00454	1
4jin	A	O28471	PF01163	1
4jps	A	P42336	PF00454	1
4jsn	A	P42345	PF00454	1
4jsn	B	P42345	PF00454	1
4jsp	A	P42345	PF00454	1
4jsp	B	P42345	PF00454	1
4jsv	A	P42345	PF00454	1
4jsv	B	P42345	PF00454	1
4jsx	A	P42345	PF00454	1
4jsx	B	P42345	PF00454	1
4jt5	A	P42345	PF00454	1
4jt5	B	P42345	PF00454	1
4jt6	A	P42345	PF00454	1
4jt6	B	P42345	PF00454	1
4kz0	A	P48736	PF00454	1
4kzc	A	P48736	PF00454	1
4l1b	A	P42336	PF00454	1
4l23	A	P42336	PF00454	1
4l2y	A	P42336	PF00454	1
4otp	A	Q9BRS2	PF01163	1
4ovu	A	P42336	PF00454	1
4ovv	A	P42336	PF00454	1
4oys	A	Q8NEB9	PF00454	1
4ph4	B	Q8NEB9	PF00454	1
4pla	A	Q9BTU6	PF00454	0.977
4ps3	A	P48736	PF00454	1
4ps7	A	P48736	PF00454	1
4ps8	A	P48736	PF00454	1
4tuu	A	P42336	PF00454	1
4tv3	A	P42336	PF00454	1
4urk	A	P48736	PF00454	1
4uwf	A	Q8NEB9	PF00454	1
4uwg	A	Q8NEB9	PF00454	1
4uwh	A	Q8NEB9	PF00454	1
4uwk	A	Q8NEB9	PF00454	1
4uwl	A	Q8NEB9	PF00454	1
4v0i	A	O35904	PF00454	1
4v0i	B	O35904	PF00454	1
4wae	A	Q9UBF8	PF00454	1
4waf	A	P42336	PF00454	1
4wag	A	Q9UBF8	PF00454	1
